姓名 高数 Java 数据结构 平均成绩 总成绩
张三71 90 22 97 69 209
张三66 67 6 14 29 87
张三61 84 71 7 54 162
张三40 62 80 11 51 153
张三97 3 91 51 48 145
张三62 38 46 6 30 90
张三36 75 81 68 74 224
张三94 57 57 27 47 141
张三87 44 8 70 40 122
张三17 73 85 99 85 257
张三21 4 43 34 27 81
张三54 38 41 14 31 93
张三20 17 45 44 35 106
张三73 59 35 19 37 113
张三73 42 60 79 60 181
张三51 51 58 38 49 147
张三22 46 75 76 65 197
张三45 37 25 60 40 122
张三20 53 28 15 32 96
张三16 2 4 64 23 70
张三48 47 59 2 36 108
张三2 5 25 66 32 96
张三7 60 75 53 62 188
张三28 3 60 92 51 155
张三92 88 37 1 42 126
张三5 31 82 31 48 144
张三95 25 20 82 42 127
张三51 61 71 20 50 152
张三3 10 77 60 49 147
张三45 24 29 48 33 101
张三90 17 24 21 20 62
张三87 55 98 2 51 155
张三26 46 31 26 34 103
张三32 26 13 79 39 118
张三27 90 65 98 84 253
张三16 46 28 38 37 112
张三48 84 46 14 48 144
张三94 61 93 77 77 231
张三76 53 96 92 80 241
张三63 80 76 43 66 199
张三77 39 87 10 45 136
张三26 0 55 20 25 75
张三11 52 39 4 31 95
张三41 25 25 55 35 105
张三12 74 7 17 32 98
张三39 85 95 7 62 187
张三0 35 57 3 31 95
张三24 3 67 33 34 103
张三62 13 33 8 18 54
张三72 75 25 59 53 159
张三50 40 56 85 60 181
张三3 50 83 79 70 212
张三42 16 3 11 10 30
张三96 39 48 88 58 175
张三85 59 72 11 47 142
张三58 69 23 53 48 145
张三25 47 12 10 23 69
张三79 80 46 62 62 188
张三72 26 90 69 61 185
张三25 24 25 17 22 66
张三73 94 14 76 61 184
张三57 9 45 48 34 102
张三77 82 41 97 73 220
张三78 13 29 73 38 115
张三20 91 32 6 43 129
张三46 38 95 44 59 177
张三77 63 34 46 47 143
张三97 92 38 23 51 153
张三34 86 19 6 37 111
张三74 31 21 94 48 146
张三96 67 70 98 78 235
张三60 72 68 23 54 163
张三29 19 36 72 42 127
张三52 76 86 89 83 251
张三1 47 80 16 47 143
张三21 65 50 69 61 184
张三68 37 77 14 42 128
张三58 9 39 46 31 94
张三20 70 60 65 65 195
张三2 12 15 69 32 96
张三98 19 6 86 37 111
张三72 63 63 89 71 215
张三18 13 19 54 28 86
张三84 54 38 47 46 139
张三87 52 45 55 50 152
张三10 68 7 90 55 165
张三94 31 24 49 34 104
张三6 86 59 34 59 179
张三96 99 78 70 82 247
张三20 74 29 17 40 120
张三48 46 70 11 42 127
张三57 48 63 92 67 203
张三42 23 4 79 35 106
张三72 27 13 55 31 95
张三54 13 30 5 16 48
张三91 13 46 26 28 85
张三7 16 96 47 53 159
张三10 71 0 14 28 85
张三10 20 41 31 30 92
张三16 99 25 27 50 151
张三29 68 25 9 34 102
张三4 97 92 22 70 211
张三92 47 66 27 46 140
张三23 84 49 3 45 136
张三42 44 81 37 54 162
张三52 21 75 7 34 103
张三87 67 97 97 87 261
张三85 44 45 41 43 130
张三7 9 56 41 35 106
张三93 8 10 53 23 71
张三30 10 30 7 15 47
张三82 93 64 58 71 215
张三75 51 32 70 51 153
张三65 29 42 55 42 126
张三19 63 74 4 47 141
张三14 48 72 85 68 205
张三54 62 26 69 52 157
张三74 57 81 43 60 181
张三32 32 49 14 31 95
张三36 92 27 32 50 151
张三6 8 43 22 24 73
张三15 1 0 11 4 12
张三25 44 3 50 32 97
张三73 70 15 96 60 181
张三41 62 83 44 63 189
张三89 82 3 3 29 88
张三32 17 22 6 15 45
张三61 73 62 45 60 180
张三49 26 57 80 54 163
张三87 33 13 18 21 64
张三43 50 64 60 58 174
张三74 60 4 45 36 109
张三28 11 58 39 36 108
张三63 61 25 64 50 150
张三90 1 80 61 47 142
张三68 70 46 64 60 180
张三45 12 38 34 28 84
张三71 18 84 27 43 129
张三2 81 65 30 58 176
张三17 71 65 14 50 150
张三95 42 45 62 49 149
张三4 38 30 4 24 72
张三77 27 86 36 49 149
张三65 94 8 83 61 185
张三98 54 63 90 69 207
张三80 86 57 35 59 178
张三15 97 50 96 81 243
张三66 9 33 89 43 131
张三88 24 13 76 37 113
张三39 70 52 7 43 129
张三77 47 45 46 46 138
张三43 86 47 36 56 169
张三41 28 52 5 28 85
张三88 66 41 57 54 164
张三97 25 22 33 26 80
张三40 95 83 88 88 266
张三96 76 42 53 57 171
张三58 5 15 41 20 61
张三21 50 48 79 59 177
张三83 97 77 36 70 210
张三18 35 12 60 35 107
张三0 72 64 13 49 149
张三8 6 1 72 26 79
张三40 63 84 5 50 152
张三49 17 84 48 49 149
张三1 75 92 61 76 228
张三43 17 39 23 26 79
张三92 96 94 32 74 222
张三2 55 8 38 33 101
张三39 15 44 52 37 111
张三24 51 3 48 34 102
张三94 74 85 90 83 249
张三46 37 45 6 29 88
张三53 29 0 42 23 71
张三60 92 4 25 40 121
张三61 98 75 95 89 268
张三31 36 65 48 49 149
张三61 40 96 89 75 225
张三33 41 40 68 49 149
张三30 62 20 42 41 124
张三3 92 99 83 91 274
张三80 73 7 31 37 111
张三81 92 92 77 87 261
张三52 22 96 33 50 151
张三68 97 91 59 82 247
张三2 85 53 73 70 211
张三46 35 55 8 32 98
张三68 0 40 34 24 74
张三30 26 20 1 15 47
张三76 52 74 29 51 155
张三35 29 52 19 33 100
张三5 70 74 23 55 167
张三92 68 17 64 49 149
张三37 75 20 81 58 176
张三49 10 72 33 38 115
张三52 94 73 64 77 231
张三28 15 45 24 28 84
张三45 45 18 94 52 157
张三30 64 0 77 47 141
张三73 32 39 75 48 146
张三10 42 81 73 65 196
张三72 25 48 36 36 109
张三68 32 73 42 49 147
张三86 2 2 25 9 29
张三18 43 58 58 53 159
张三1 90 98 71 86 259
张三33 87 16 17 40 120
张三83 19 30 16 21 65
张三93 65 16 22 34 103
张三64 83 34 47 54 164
张三63 39 10 40 29 89
张三15 76 74 4 51 154
张三86 94 0 82 58 176
张三0 34 33 50 39 117
张三77 14 51 29 31 94
张三18 15 12 1 9 28
张三39 39 78 16 44 133
张三55 90 50 75 71 215
张三47 59 26 30 38 115
张三13 30 33 10 24 73
张三64 73 5 93 57 171
张三91 9 36 41 28 86
张三91 21 79 37 45 137
张三30 62 21 50 44 133
张三61 61 95 93 83 249
张三45 66 92 30 62 188
张三30 52 10 38 33 100
张三15 32 76 15 41 123
张三26 56 58 89 67 203
张三95 26 79 80 61 185
张三59 91 54 29 58 174
张三69 61 35 10 35 106
张三1 78 34 10 40 122
张三76 22 56 85 54 163
张三89 70 83 55 69 208
张三56 25 35 34 31 94
张三15 58 86 66 70 210
张三6 5 82 61 49 148
张三0 94 8 17 39 119
张三49 5 69 38 37 112
张三66 71 3 60 44 134
张三53 99 38 18 51 155
张三61 50 93 8 50 151
张三47 68 87 22 59 177
张三92 29 60 50 46 139
张三23 23 24 90 45 137
张三72 88 65 17 56 170
张三28 36 91 15 47 142
张三89 65 75 11 50 151
张三82 26 62 82 56 170
张三61 30 48 56 44 134
张三71 3 79 94 58 176
张三12 77 37 42 52 156
张三0 85 85 64 78 234
张三7 51 83 61 65 195
张三17 23 71 81 58 175
张三21 63 30 69 54 162
张三34 11 30 93 44 134
张三25 87 73 12 57 172
张三3 52 94 79 75 225
张三22 15 17 0 10 32
张三26 26 8 76 36 110
张三65 25 19 28 24 72
张三20 68 48 94 70 210
张三40 4 33 69 35 106
张三42 48 95 53 65 196
张三83 2 82 84 56 168
张三60 31 27 89 49 147
张三90 27 30 37 31 94
张三28 37 85 43 55 165
张三18 1 25 0 8 26
张三85 36 25 21 27 82
张三89 44 32 84 53 160
张三9 59 68 87 71 214
张三49 51 90 49 63 190
张三73 96 95 20 70 211
张三52 71 45 51 55 167
张三98 11 73 64 49 148
张三53 19 57 47 41 123
张三97 15 91 44 50 150
张三39 71 76 74 73 221
张三54 53 37 12 34 102
张三41 19 33 49 33 101
张三81 6 67 75 49 148
张三87 96 5 74 58 175
张三48 17 33 1 17 51
张三4 95 24 36 51 155
张三82 89 61 98 82 248
张三79 32 67 39 46 138
张三77 13 24 31 22 68
张三25 39 33 8 26 80
张三56 25 25 12 20 62
张三18 89 88 51 76 228
张三87 5 89 76 56 170
张三11 73 50 62 61 185
张三44 50 50 32 44 132
张三25 96 30 16 47 142
张三47 6 57 48 37 111
张三84 62 65 81 69 208
张三47 32 39 19 30 90
张三40 46 93 38 59 177
张三25 23 22 11 18 56
张三98 3 67 5 25 75
张三21 27 66 97 63 190
张三59 37 16 89 47 142
张三20 25 71 13 36 109
张三12 38 72 20 43 130
张三55 66 83 9 52 158
张三63 69 48 32 49 149
张三99 70 80 74 74 224
张三83 43 32 16 30 91
张三74 38 28 52 39 118
张三91 40 15 33 29 88
张三81 45 36 85 55 166
张三31 40 85 75 66 200
张三28 98 61 48 69 207
张三95 87 48 24 53 159
张三31 71 18 64 51 153
张三6 89 68 22 59 179
张三96 76 13 5 31 94
张三49 37 15 70 40 122
张三6 15 7 28 16 50
张三37 0 83 10 31 93
张三84 17 64 2 27 83
张三37 1 14 70 28 85
张三2 74 58 15 49 147
张三85 24 28 62 38 114
张三42 11 26 73 36 110
张三89 69 66 66 67 201
张三56 65 98 28 63 191
张三69 70 70 50 63 190
张三58 57 58 9 41 124
张三8 58 75 96 76 229
张三54 77 84 25 62 186
张三2 96 92 40 76 228
张三92 22 91 64 59 177
张三33 61 83 42 62 186
张三90 46 87 33 55 166
张三1 22 79 53 51 154
张三73 31 83 79 64 193
张三98 43 87 28 52 158
张三25 76 46 9 43 131
张三4 24 78 13 38 115
张三37 51 76 96 74 223
张三32 39 65 14 39 118
张三8 90 37 21 49 148
张三62 51 99 2 50 152
张三37 5 93 15 37 113
张三43 4 57 37 32 98
张三94 36 9 83 42 128
张三38 19 88 97 68 204
张三84 85 32 24 47 141
张三54 60 47 53 53 160
张三17 0 50 97 49 147
张三81 26 35 27 29 88
张三66 90 5 69 54 164
张三21 96 12 20 42 128
张三67 96 8 65 56 169
张三6 44 69 99 70 212
张三94 62 67 8 45 137
张三97 70 68 82 73 220
张三20 57 43 0 33 100
张三51 44 79 52 58 175
张三31 57 90 4 50 151
张三83 54 81 1 45 136
张三73 93 40 6 46 139
张三44 85 13 77 58 175
张三41 1 37 94 44 132
张三25 90 74 83 82 247
张三31 61 47 58 55 166
张三32 32 19 63 38 114
张三28 86 73 2 53 161
张三98 87 4 56 49 147
张三97 4 77 48 43 129
张三34 56 62 19 45 137
张三93 56 71 30 52 157
张三31 24 34 40 32 98
张三18 90 33 43 55 166
张三58 51 69 5 41 125
张三78 27 68 86 60 181
张三29 1 70 68 46 139
张三31 29 3 97 43 129
张三30 29 62 55 48 146
张三28 99 9 98 68 206
张三26 91 96 3 63 190
张三68 89 67 74 76 230
张三92 43 19 2 21 64
张三46 99 36 62 65 197
张三38 43 76 0 39 119
张三56 86 82 34 67 202
张三17 81 20 89 63 190
张三62 23 76 76 58 175
张三50 85 52 74 70 211
张三78 80 79 25 61 184
张三88 92 17 0 36 109
张三91 5 65 2 24 72
张三3 76 10 99 61 185
张三37 36 38 40 38 114
张三92 76 98 56 76 230
张三13 77 75 25 59 177
张三10 60 41 25 42 126
张三69 0 70 76 48 146
张三85 16 71 43 43 130
张三35 74 78 35 62 187
张三75 71 67 21 53 159
张三62 32 79 58 56 169
张三69 66 34 5 35 105
张三82 15 8 1 8 24
张三44 36 70 35 47 141
张三29 62 35 72 56 169
张三32 81 79 63 74 223
张三62 33 66 75 58 174
张三51 30 78 84 64 192
张三86 95 24 62 60 181
张三12 16 76 6 32 98
张三66 84 19 87 63 190
张三6 34 59 56 49 149
张三77 43 12 22 25 77
张三23 44 85 2 43 131
张三39 98 43 67 69 208
张三71 34 73 45 50 152
张三13 9 76 71 52 156
张三92 62 56 86 68 204
张三88 22 64 59 48 145
张三80 35 21 99 51 155
张三55 94 63 13 56 170
张三72 12 54 61 42 127
张三62 90 33 62 61 185
张三48 11 67 0 26 78
张三3 53 6 76 45 135
张三65 83 75 84 80 242
张三62 94 8 67 56 169
张三20 65 51 52 56 168
张三42 79 70 51 66 200
张三7 36 79 63 59 178
张三32 82 70 15 55 167
张三15 34 69 12 38 115
张三91 41 64 93 66 198
张三81 5 23 34 20 62
张三73 47 39 51 45 137
张三7 0 55 16 23 71
张三98 35 66 32 44 133
张三85 26 9 56 30 91
张三46 62 34 8 34 104
张三1 42 19 61 40 122
张三50 4 25 44 24 73
张三17 32 22 77 43 131
张三89 89 20 74 61 183
张三42 2 96 71 56 169
张三25 60 79 32 57 171
张三37 89 1 28 39 118
张三25 34 11 0 15 45
张三30 85 46 24 51 155
张三61 84 42 64 63 190
张三29 93 87 86 88 266
张三93 93 53 84 76 230
张三56 78 65 64 69 207
张三63 24 13 24 20 61
张三40 97 5 56 52 158
张三57 26 68 99 64 193
张三48 98 52 72 74 222
张三24 64 46 25 45 135
张三35 21 24 32 25 77
张三46 31 75 98 68 204
张三46 63 81 24 56 168
张三0 6 49 22 25 77
张三8 74 60 75 69 209
张三70 42 68 61 57 171
张三73 94 29 2 41 125
张三80 10 48 98 52 156
张三23 60 42 63 55 165
张三67 29 80 18 42 127
张三43 29 13 2 14 44
张三18 55 68 47 56 170
张三10 10 30 71 37 111
张三28 25 95 14 44 134
张三68 86 85 84 85 255
张三65 53 86 27 55 166
张三82 85 96 11 64 192
张三47 46 58 60 54 164
张三94 20 28 31 26 79
张三56 81 3 17 33 101
张三17 5 54 6 21 65
张三56 50 18 8 25 76
张三42 36 13 40 29 89
张三94 80 84 37 67 201
张三56 60 54 28 47 142
张三81 79 74 23 58 176
张三77 5 63 22 30 90
张三0 60 16 72 49 148
张三67 33 25 62 40 120
张三84 46 65 83 64 194
张三77 22 69 45 45 136
张三56 68 41 63 57 172
张三27 14 86 41 47 141
张三28 98 52 67 72 217
张三38 71 22 72 55 165
张三2 76 99 5 60 180
张三63 28 97 7 44 132
张三21 34 39 74 49 147
张三75 37 88 53 59 178
张三47 24 47 4 25 75
张三22 42 85 37 54 164
张三94 95 1 31 42 127
张三56 23 3 6 10 32
张三18 81 97 41 73 219
张三90 2 10 97 36 109
张三49 0 43 32 25 75
张三37 10 15 51 25 76
张三24 66 17 3 28 86
张三44 35 5 69 36 109
张三44 70 61 65 65 196
张三27 23 40 41 34 104
张三72 83 61 19 54 163
张三57 87 49 93 76 229
张三49 84 42 71 65 197
张三57 49 68 34 50 151
张三81 19 57 54 43 130
张三26 30 27 91 49 148
张三35 33 66 91 63 190
张三78 47 80 74 67 201
张三53 55 25 18 32 98
张三67 96 16 6 39 118
张三44 1 41 44 28 86
张三55 18 21 6 15 45
张三51 39 53 28 40 120
张三17 88 54 16 52 158
张三77 39 44 91 58 174
张三5 68 78 99 81 245
张三23 75 5 91 57 171
张三14 14 42 69 41 125
张三75 81 96 39 72 216
张三20 28 16 8 17 52
张三38 66 83 31 60 180
张三83 97 25 94 72 216
张三15 38 37 18 31 93
张三36 66 22 42 43 130
张三65 86 25 41 50 152
张三97 14 10 29 17 53
张三94 39 43 6 29 88
张三89 59 99 68 75 226
张三67 94 55 82 77 231
张三44 1 57 27 28 85
张三38 58 40 29 42 127
张三17 60 79 27 55 166
张三42 83 69 4 52 156
张三67 97 11 75 61 183
张三89 71 58 2 43 131
张三47 11 78 81 56 170
张三65 72 73 18 54 163
张三23 49 10 98 52 157
张三20 13 78 50 47 141
张三27 69 69 69 69 207
张三93 26 56 76 52 158
张三95 55 24 74 51 153
张三30 65 35 67 55 167
张三50 69 8 7 28 84
张三62 30 20 24 24 74
张三36 74 81 28 61 183
张三69 31 96 59 62 186
张三13 95 63 81 79 239
张三47 76 40 47 54 163
张三65 65 18 47 43 130
张三39 51 99 21 57 171
张三76 0 5 98 34 103
张三19 23 80 89 64 192
张三91 98 20 63 60 181
张三22 8 78 99 61 185
张三54 28 4 19 17 51
张三61 56 40 73 56 169
张三94 97 84 65 82 246
张三91 64 32 88 61 184
张三3 80 78 53 70 211
张三83 14 67 84 55 165
张三25 54 70 77 67 201
张三46 92 94 13 66 199
张三48 87 55 42 61 184
张三92 38 84 65 62 187
张三74 63 84 65 70 212
张三32 40 35 45 40 120
张三3 33 87 92 70 212
张三65 66 94 67 75 227
张三55 43 36 9 29 88
张三79 87 71 5 54 163
张三27 72 73 5 50 150
张三80 56 92 12 53 160
张三46 73 36 1 36 110
张三28 33 8 96 45 137
张三74 6 36 56 32 98
张三42 67 60 15 47 142
张三64 10 73 17 33 100
张三84 83 84 27 64 194
张三89 51 8 69 42 128
张三70 44 71 16 43 131
张三87 31 15 9 18 55
张三39 60 55 68 61 183
张三84 65 75 38 59 178
张三84 83 65 74 74 222
张三5 47 5 66 39 118
张三38 14 75 89 59 178
张三67 67 22 46 45 135
张三48 93 46 65 68 204
张三31 48 79 6 44 133
张三10 65 20 37 40 122
张三51 14 41 33 29 88
张三13 30 45 44 39 119
张三32 18 68 30 38 116
张三38 34 5 95 44 134
张三13 74 39 57 56 170
张三13 42 6 21 23 69
张三18 82 30 9 40 121
张三98 15 44 77 45 136
张三40 47 14 11 24 72
张三73 75 37 82 64 194
张三58 16 71 30 39 117
张三38 28 13 6 15 47
张三12 93 19 24 45 136
张三60 91 83 41 71 215
张三55 2 87 80 56 169
张三20 18 42 30 30 90
张三87 9 6 24 13 39
张三41 55 68 30 51 153
张三36 36 94 89 73 219
张三7 38 19 22 26 79
张三17 99 53 84 78 236
张三0 30 54 17 33 101
张三15 79 92 0 57 171
张三18 67 18 10 31 95
张三56 3 68 30 33 101
张三50 34 69 71 58 174
张三63 77 1 15 31 93
张三15 22 41 98 53 161
张三15 25 86 29 46 140
张三3 13 62 45 40 120
张三53 3 40 58 33 101
张三65 4 89 20 37 113
张三4 5 29 45 26 79
张三43 73 12 11 32 96
张三14 77 80 11 56 168
张三39 32 37 76 48 145
张三14 0 68 69 45 137
张三57 32 72 14 39 118
张三54 17 31 77 41 125
张三79 16 48 6 23 70
张三90 10 51 19 26 80
张三55 27 71 79 59 177
张三98 56 13 6 25 75
张三2 20 80 47 49 147
张三52 6 24 20 16 50
张三65 39 44 29 37 112
张三96 89 52 56 65 197
张三77 55 44 28 42 127
张三95 8 21 40 23 69
张三11 77 18 62 52 157
张三39 97 66 14 59 177
张三31 71 48 41 53 160
张三40 62 51 21 44 134
张三59 77 34 45 52 156
张三49 95 77 44 72 216
张三39 78 89 59 75 226
张三73 73 53 58 61 184
张三57 69 26 55 50 150
张三81 53 6 14 24 73
张三37 57 44 31 44 132
张三21 31 44 72 49 147
张三38 45 23 43 37 111
张三91 42 0 31 24 73
张三13 13 91 9 37 113
张三28 92 32 37 53 161
张三14 99 18 46 54 163
张三21 65 41 63 56 169
张三32 14 43 73 43 130
张三59 57 39 96 64 192
张三36 80 62 17 53 159
张三52 0 86 72 52 158
张三33 60 10 73 47 143
张三11 5 68 33 35 106
张三53 3 21 14 12 38
张三66 25 88 25 46 138
张三59 54 62 69 61 185
张三50 20 91 33 48 144
张三16 76 54 93 74 223
张三84 72 52 29 51 153
张三65 99 39 3 47 141
张三48 79 84 96 86 259
张三2 89 61 67 72 217
张三12 46 64 30 46 140
张三51 91 50 50 63 191
张三61 24 70 48 47 142
张三77 16 50 70 45 136
张三55 81 68 46 65 195
张三80 43 17 11 23 71
张三90 4 24 94 40 122
张三72 80 73 88 80 241
张三52 64 3 58 41 125
张三18 0 14 86 33 100
张三93 0 79 75 51 154
张三4 33 80 89 67 202
张三67 88 91 40 73 219
张三54 96 53 86 78 235
张三84 14 92 67 57 173
张三10 92 42 23 52 157
张三6 74 95 44 71 213
张三54 93 57 26 58 176
张三69 46 11 80 45 137
张三28 0 97 25 40 122
张三97 29 15 24 22 68
张三85 56 88 51 65 195
张三79 33 9 4 15 46
张三80 34 61 81 58 176
张三81 71 58 15 48 144
张三74 28 54 55 45 137
张三42 81 13 50 48 144
张三18 40 60 2 34 102
张三74 82 50 51 61 183
张三43 26 77 27 43 130
张三46 47 98 42 62 187
张三62 27 28 62 39 117
张三46 36 22 44 34 102
张三72 39 42 84 55 165
张三40 30 87 4 40 121
张三99 66 30 39 45 135
张三63 55 30 87 57 172
张三41 58 96 40 64 194
张三32 99 99 95 97 293
张三83 61 50 20 43 131
张三45 36 54 34 41 124
张三3 92 41 58 63 191
张三22 33 17 38 29 88
张三89 34 99 15 49 148
张三92 4 36 1 13 41
张三32 26 71 38 45 135
张三32 9 98 5 37 112
张三70 64 90 32 62 186
张三24 48 91 31 56 170
张三99 64 0 92 52 156
张三70 81 8 86 58 175
张三68 43 38 60 47 141
张三90 69 55 92 72 216
张三31 12 39 45 32 96
张三92 25 91 18 44 134
张三27 1 22 11 11 34
张三89 17 12 46 25 75
张三96 49 64 34 49 147
张三99 69 67 7 47 143
张三66 34 74 75 61 183
张三60 42 56 31 43 129
张三64 30 29 29 29 88
张三31 88 68 89 81 245
张三41 2 27 32 20 61
张三86 29 30 24 27 83
张三0 89 72 50 70 211
张三96 86 95 3 61 184
张三80 36 93 75 68 204
张三68 55 97 29 60 181
张三36 66 68 6 46 140
张三94 35 23 2 20 60
张三6 9 2 90 33 101
张三10 18 3 22 14 43
张三67 31 73 35 46 139
张三82 18 15 58 30 91
张三17 23 63 51 45 137
张三70 97 52 37 62 186
张三31 45 14 60 39 119
张三26 13 92 27 44 132
张三79 50 98 73 73 221
张三33 87 82 14 61 183
张三13 5 74 49 42 128
张三99 86 14 99 66 199
张三55 1 86 69 52 156
张三46 53 62 66 60 181
张三33 29 15 92 45 136
张三70 29 10 98 45 137
张三58 40 86 75 67 201
